Block Structure Code,Total Block Rateable Value,Block Name,BD Code (Only issued if block contains Homeowners)
STR000729,13453,WITLEY HOUSE 1-49,BD001377
STR000730,4339,RALEIGH HOUSE,BD000345
STR000731,8920,WESTGATE COURT 1-40,BD000464
STR000733,29212,PURSER HOUSE 1-110,BD001089
STR000737,1776,"ALLINGTON COURT (4-6,13-15)",BD000321
STR000738,2205,EMILY MANSIONS 1-12,BD000203
STR000739,24053,HOLLAND RISE HOUSE 1-80,BD002928
STR000740,5564,LAUDERDALE HOUSE 1-23,BD000449
STR000743,22366,RUNDLE TOWERS 1-82,BD000268
STR000745,5960,POULLETT HOUSE 1-24 CONS,BD002167
STR000749,4620,COPPIN HOUSE 1-18,BD002169
STR000751,5484,WHITTAM HOUSE 1-18 CONS,BD001232
STR000753,7969,DARLEY HOUSE 1-36,BD002850
STR000755,8416,HINDLIP HOUSE 1-40,BD000307
STR000756,5980,CITY PROSPECT 1-30,BD001392
STR000757,3306,ASH COURT 1-12,BD001236
STR000759,11590,DUFFELL HOUSE 1-43,BD002852
STR000760,5960,BURFORD HOUSE 1-20,BD002269
STR000764,6192,TOWNS HOUSE 1-24,BD000049
STR000765,4378,WHITENESS HOUSE 1-15,BD000457
STR000769,26546,WIMBORNE HOUSE,BD003088
STR000770,9664,IRBY HOUSE 1-36 CONS,BD001084
STR000771,3568,CHALNER HOUSE,BD003703
STR000775,11414,PELLA HOUSE 1-46,BD002823
STR000776,12587,LEICESTER HOUSE 1-53,BD000486
STR000779,4522,FRASER HOUSE,BD000308
STR000780,1772,"FOVANT ROAD (4-6,13-15)",BD000322
STR000781,5448,VIOLETTE SZABO HOUSE 1-24 CONS,BD001285
STR000782,5980,VALLEY PROSPECT 1-30,BD001407
STR000784,5378,FLEET HOUSE 1-20,BD001097
STR000785,4235,BROADGATES COURT 1-15,BD002869
STR000786,1788,ST ANSELMS COURT (1-6),BD001325
STR000787,3292,CHAPMAN HOUSE 1-12,BD001308
STR000790,6756,MACGREGOR HOUSE 1-25,BD002726
STR000792,1541,LAMBOURN COURT 23-33 ODD,BD000057
STR000793,5451,WRAY HOUSE 1-21 CONS,BD002787
STR000796,5823,EUSTACE HOUSE 1-24 & 13A,BD002825
STR000797,2049,HOMER HOUSE 1-8,BD001021
STR000798,2392,ALBURY LODGE1-8,BD001367
STR000799,3604,LLOYD COURT 1-14 CONS,BD002173
STR000802,10280,BATTEN HOUSE 1-40,BD002203
STR000803,5765,LAUGHTON HOUSE 1-24,BD001086
STR000804,9348,NORTHGATE COURT 1-36,BD000466
STR000805,4057,DREW HOUSE 1-15,BD002151
STR000806,6646,HEYWOOD HOUSE 1-27 CONS,BD001078
STR000807,8224,HEWER HOUSE 1-32,BD002215
STR000809,6497,BISHOPS HOUSE 1-26,BD002935
STR000810,1524,HIGH LIMES 1-12,BD001406
STR000811,9083,EXBURY HOUSE 1-37,BD002626
STR000812,1533,ALBERTINA HOUSE 1-6,BD003354
STR000814,12224,NEWARK HOUSE,BD000433
STR000816,4292,CROWNSTONE COURT,BD002451
STR000817,2934,WEIR HOUSE 1-12,BD002789
STR000819,5586,CLAYLANDS COURT 1-21,BD001268
STR000820,5934,SOUTHWYCK HOUSE(BLK1),BD000655
STR000821,935,FOSTER COURT (1-4),BD002543
STR000823,19028,BRIGSTOCK HOUSE,BD000435
STR000826,9197,HAWKESWORTH HOUSE 1-38,BD002719
STR000827,767,THE LAURELS,
STR000829,3700,SPODE HOUSE 1-15,BD002843
STR000832,9316,WINDMILL HOUSE 1-34,BD003126
STR000833,4932,PENMAYNE HOUSE 1-18,BD002812
STR000834,3768,BULLFINCH COURT 1-12,BD001288
STR000836,6904,LOMLEY HOUSE 1-28 CONS,BD001087
STR000837,11710,ASTON HOUSE,BD000297
STR000838,9771,ORMEROD HOUSE 1-37,BD000378
STR000839,5980,LONDON PROSPECT 1-30 CONS,BD001408
STR000840,3820,STORACE HOUSE 1-16,BD002255
STR000841,4520,LYDWELL HOUSE 1-18,BD000352
STR000844,14568,KNOWLTON HOUSE 1-65,BD000448
STR000845,1479,LATONA COURT 1-6,BD002885
STR000846,2451,DUNLIN COURT 1-12,BD001294
STR000847,5480,HALLAM HOUSE 1-20,BD000446
STR000848,1152,BENTLEY COURT,BD000054
STR000849,3882,"SHORE HOUSE 21-26,38-43,55-60",BD000316
STR000850,2047,SAXON HOUSE (1-8),BD002188
STR000852,9014,FALCON COURT (1-32),BD001292
STR000854,5073,NEWTON HOUSE 1-24,BD000287
STR000856,11826,HAMLET COURT 1-45,BD002866
STR000860,1553,HOPTON COURT 17 - 21 INC A'S ODD,BD001345
STR000862,4920,LANDULPH HOUSE 1-18,BD002810
STR000863,15792,COLWYN HOUSE 1-70,BD002802
STR000864,8708,LONGMEAD HOUSE 1-36 CONS,BD001411
STR000865,5484,SARDESON HOUSE 1-18 CONS,BD001230
STR000866,1232,CLARE HOUSE 1-6,BD002246
STR000867,2080,GARLINGE HOUSE 1-8,BD000444
STR000869,6176,BLACKWELL HOUSE 1-23,BD002716
STR000870,6864,PETER HOUSE 1-24,BD002900
STR000871,11826,ARIEL COURT 1-45,BD002862
STR000875,363,BONHAM ROAD 12 & 12A,BD002772
STR000876,621,BONHAM ROAD 74 A & B,BD002770
STR000877,254,SOUTH OAK ROAD ,
STR000878,314,SOUTH OAK ROAD ,
STR000880,290,SOUTH OAK ROAD ,
STR000881,314,SOUTH OAK ROAD ,
STR000882,290,SOUTH OAK ROAD ,
STR000883,374,BRANKSOME ROAD 7A-C,BD002756
STR000884,314,SOUTH OAK ROAD ,
STR000885,182,GLENELG ROAD ,
STR000886,557,HAYCROFT ROAD ,BD002798
STR000887,359,HAYCROFT ROAD ,BD002760
STR000888,219,HAYCROFT ROAD ,BD002762
STR000889,290,HAYCROFT ROAD ,BD002761
STR000890,359,KILDORAN ROAD 14 FLATS A&B,BD002799
STR000892,612,LAMBERT ROAD 14 14A & 14B,BD002764
STR000893,422,LYHAM ROAD ,
STR000894,422,LYHAM ROAD ,BD002410
STR000895,342,LYHAM ROAD ,
STR000897,198,STRATHLEVEN ROAD ,
STR000900,204,STRATHLEVEN ROAD 54 A+B,BD003427
STR000904,316,SUDBOURNE ROAD 47-47A,BD002800
STR000906,422,TRENT ROAD 39 FLATS A & B,BD002769
STR000907,415,TRENT ROAD ,BD002768
STR000908,397,TRENT ROAD,
STR000909,410,TRENT ROAD ,
STR000910,450,WINSLADE ROAD ,BD002792
STR000912,618,WINSLADE ROAD ,BD002801
STR000914,419,WINTERWELL ROAD ,BD003676
STR000916,232,AVON CLOSE,
STR000918,173,TRINITY GARDENS ,
STR000920,290,BAYTREE ROAD,
STR000923,198,WINSLADE ROAD ,BD003339
STR000926,198,BEVERSTONE ROAD ,
STR000933,2778,BLENHEIM GARDENS 50-61,BD002333
STR000934,227,BLENHEIM GARDENS ,
STR000935,732,BLENHEIM GARDENS 74-75 & 86,BD002336
STR000939,314,BOWATER CLOSE ,
STR000940,314,SOUTH OAK ROAD ,
STR000941,254,SOUTH OAK ROAD ,
STR000942,254,SOUTH OAK ROAD ,
STR000943,338,SOUTH OAK ROAD ,BD001619
STR000944,254,SOUTH OAK ROAD ,
STR000945,314,BOWATER CLOSE ,
STR000946,314,BOWATER CLOSE ,
STR000947,254,SOUTH OAK ROAD ,
STR000948,254,SOUTH OAK ROAD ,
STR000949,6416,BOWATER CLOSE (2-56),BD002399
STR000950,290,SOUTH OAK ROAD ,
STR000956,254,SOUTH OAK ROAD ,
STR000957,338,SOUTH OAK ROAD ,
STR000958,338,SOUTH OAK ROAD ,
STR000959,254,SOUTH OAK ROAD ,
STR000960,254,SOUTH OAK ROAD ,
STR000961,338,SOUTH OAK ROAD ,
STR000962,290,SOUTH OAK ROAD ,
STR000963,290,SOUTH OAK ROAD ,
STR000964,254,SOUTH OAK ROAD ,
STR000965,290,SOUTH OAK ROAD ,
STR000966,294,WELL CLOSE,
STR000967,338,SOUTH OAK ROAD ,
STR000968,290,SOUTH OAK ROAD ,
STR000969,322,SOUTH OAK ROAD ,
STR000970,290,SOUTH OAK ROAD ,
STR000971,322,SOUTH OAK ROAD ,
STR000972,290,SOUTH OAK ROAD ,
STR000973,290,SOUTH OAK ROAD ,
STR000974,290,SOUTH OAK ROAD ,
STR000975,290,SOUTH OAK ROAD ,
STR000976,290,SOUTH OAK ROAD ,
STR000978,152,BYTHORNE STREET,
STR000980,,ORCHARD ROAD ,
STR000982,290,SOUTH OAK ROAD ,BD001620
STR000983,298,SOUTH OAK ROAD ,
STR000984,254,SOUTH OAK ROAD ,
STR000985,254,SOUTH OAK ROAD ,
STR000986,314,SOUTH OAK ROAD ,
STR000987,314,SOUTH OAK ROAD ,
STR000988,314,SOUTH OAK ROAD ,
STR000989,314,SOUTH OAK ROAD ,
STR000990,5171,STANTHORPE CLOSE,BD001435
STR000991,182,STANTHORPE CLOSE ,BD001435
STR000994,254,SOUTH OAK ROAD ,
STR000995,298,STANTHORPE CLOSE ,
STR000999,347,STANTHORPE CLOSE ,BD001437
STR001004,245,CLAUDIA JONES WAY ,
STR001005,245,CLAUDIA JONES WAY ,
STR001008,223,STREATHAM VALE ,
STR001009,223,STREATHAM VALE ,
STR001014,223,STREATHAM VALE ,
STR001019,157,SUNNYHILL ROAD ,
STR001021,148,SUNNYHILL ROAD ,
STR001022,215,CLAUDIA JONES WAY,
STR001030,637,WELL CLOSE (1-3),
STR001034,347,STANTHORPE CLOSE ,
STR001036,4632,CROWNSTONE ROAD 2-32 EVENS,BD002741
STR001041,211,WELL CLOSE,BD003499
STR001042,426,WELL CLOSE,BD001671
STR001043,294,WELL CLOSE,
STR001044,294,WELL CLOSE,BD001668
STR001045,294,WELL CLOSE,
STR001046,294,WELL CLOSE,
STR001047,15192,CROWNSTONE ROAD 1-107 ODDS,BD002451
STR001048,3233,CROWNSTONE ROAD 109-141,BD002742
STR001049,290,DOVERFIELD ROAD,BD002475
STR001050,3042,DRAY GARDENS  1-18,BD002743
STR001052,302,DUMBARTON ROAD ,
STR001053,215,DUMBARTON ROAD ,
STR001057,463,HAYTER ROAD,BD002491
STR001058,169,TRINITY GARDENS ,
STR001059,392,WINTERWELL ROAD,BD003431
STR001061,294,WELL CLOSE ,
STR001063,367,SUNNYHILL ROAD,
STR001066,305,GLENELG ROAD ,
STR001068,318,HAYCROFT ROAD ,
STR001069,623,HAYTER ROAD,
STR001070,684,HAYTER ROAD 5 FLATS A B C & D,BD002489
STR001072,596,HAYTER ROAD ,BD002776
STR001073,536,HAYTER ROAD,BD003529
STR001074,532,HAYTER ROAD,
STR001075,544,HAYTER ROAD,BD002516
STR001076,422,HAYTER ROAD,BD002514
STR001078,351,HAYTER ROAD,BD002773
STR001079,245,SUNNYHILL ROAD,
STR001080,607,LAMBERT ROAD 36 FLATS A-C,BD002774
STR001081,474,LAMBERT ROAD 35 1 2 & 3,BD002456
STR001083,346,STRATHLEVEN ROAD,BD002548
STR001084,338,STRATHLEVEN ROAD,BD002541
STR001085,334,STRATHLEVEN ROAD,
STR001086,334,STRATHLEVEN ROAD,BD002540
STR001087,334,STRATHLEVEN ROAD,
STR001088,334,STRATHLEVEN ROAD,BD002547
STR001089,334,STRATHLEVEN ROAD,
STR001093,822,BRIXTON HILL ,
STR001096,322,KINGS AVENUE 89 FLATS 1-8,
STR001100,677,ACRE LANE,BD002464
STR001101,772,ACRE LANE 67 FLAT 1-3,BD003382
STR001102,262,WELL CLOSE,BD001669
STR001103,294,WELL CLOSE ,
STR001105,1153,BRIXTON HILL,BD002383
STR001106,292,HAYCROFT ROAD,BD002455
STR001107,684,HAYTER ROAD 1 FLAT 1-4,BD002511
STR001108,338,WELL CLOSE ,
STR001109,338,WELL CLOSE ,
STR001110,262,WELL CLOSE ,
STR001112,384,HAYTER ROAD ,BD002454
STR001113,428,HORSFORD ROAD ,BD002460
STR001114,262,WELL CLOSE ,
STR001115,286,VALLEYFIELD ROAD ,
STR001116,294,VALLEY ROAD ,
STR001117,1468,VALLEY ROAD (138-158),BD001728
STR001119,1687,KINGS AVENUE 89 FLATS 1-8,BD002552
STR001120,685,LAMBERT ROAD ,BD002508
STR001121,294,WELL CLOSE ,
STR001126,318,SUNNYHILL ROAD ,
STR001127,1062,SUDBOURNE ROAD,BD002250
STR001128,140,VALLEY ROAD ,
STR001135,314,GLANVILLE ROAD,BD002290
STR001137,732,"GLANVILLE ROAD 12, 13 & 25",BD002290
STR001138,892,GLANVILLE ROAD 26-27 & 38 - 39,BD002295
STR001139,236,GLANVILLE ROAD ,
STR001140,227,GLANVILLE ROAD ,
STR001141,892,GLANVILLE ROAD 68 - 69 & 80 - 81,BD002301
STR001144,338,GLANVILLE ROAD ,BD002311
STR001145,236,GLANVILLE ROAD ,
STR001146,12450,GLANVILLE ROAD 135-188,BD002315
STR001147,152,GLENDALL STREET,
STR001150,254,GLENELG ROAD ,
STR001152,140,WELLFIELD ROAD ,
STR001154,637,WELL CLOSE (44-46),
STR001159,612,WELL CLOSE (47-49),BD003677
STR001160,,COWPER AVENUE ,
STR001161,448,HAYTER ROAD,
STR001162,806,ACRE LANE 68 FLATS 1-4,BD002518
STR001166,637,WELL CLOSE (41-43),
STR001168,317,GROVE ROAD ,
STR001170,262,HAYCROFT ROAD,
STR001172,202,HAYCROFT ROAD,
STR001173,236,HAYCROFT ROAD,
STR001174,262,HAYCROFT ROAD,
STR001175,250,HAYCROFT ROAD,BD002761
STR001176,215,HAYTER ROAD ,
STR001178,227,HORSFORD ROAD (12),
STR001180,637,WELL CLOSE (38-40),
STR001181,294,WELL CLOSE ,
STR001184,294,WELL CLOSE ,
STR001185,262,WELL CLOSE ,
STR001186,294,WELL CLOSE ,BD001670
STR001187,262,WELL CLOSE ,
STR001188,294,WELL CLOSE ,
STR001189,294,WELL CLOSE ,
STR001195,245,KETT GARDENS ,
STR001196,157,WELLFIELD ROAD,
STR001198,,WELLFIELD ROAD ,
STR001199,127,WELLFIELD ROAD ,
STR001206,258,KINGSWOOD ROAD ,
STR001208,157,WELLFIELD ROAD ,
STR001209,508,LAMBERT ROAD ,
STR001212,173,LAMBERT ROAD ,BD003479
STR001218,4148,LOATS ROAD 1-35 ODD,BD002403
STR001223,351,WESTWELL ROAD ,
STR001224,202,WESTWELL ROAD ,BD001721
STR001227,2377,LOATS ROAD 37-55 ODD,BD002409
STR001228,459,LOATS ROAD ,
STR001229,2065,LOATS ROAD 4-22 EVEN,BD002413
STR001230,278,LYHAM ROAD ,
STR001232,236,LYHAM ROAD ,
STR001233,580,LYHAM ROAD ,
STR001234,207,LYHAM ROAD ,
STR001236,258,LYHAM ROAD ,
STR001237,258,LYHAM ROAD ,
STR001238,258,LYHAM ROAD ,
STR001240,278,LYHAM ROAD ,
STR001241,278,LYHAM ROAD ,
STR001242,278,LYHAM ROAD ,
STR001244,278,LYHAM ROAD ,
STR001245,278,LYHAM ROAD ,
STR001246,278,LYHAM ROAD ,
STR001247,278,LYHAM ROAD ,
STR001249,278,LYHAM ROAD ,
STR001250,278,LYHAM ROAD ,
STR001251,215,LYHAM ROAD ,
STR001252,202,LYHAM ROAD ,
STR001254,215,LYHAM ROAD ,
STR001257,173,LYHAM ROAD ,
STR001258,161,LYHAM ROAD ,BD002480
STR001260,173,LYHAM ROAD ,
STR001261,161,LYHAM ROAD ,
STR001262,254,LYHAM ROAD ,
STR001265,157,LYHAM ROAD ,
STR001266,169,LYHAM ROAD ,
STR001269,266,LYHAM ROAD ,
STR001270,266,LYHAM ROAD ,
STR001274,194,MANDRELL ROAD ,
STR001278,186,MARGATE ROAD ,
STR001280,3479,STREATHAM HIGH ROAD 247-269,BD001320
STR001281,3091,OAKDALE ROAD (6-11),BD001354
STR001283,628,OAKDALE ROAD 16 FLATS A&B,BD001758
STR001284,1724,OAKDALE ROAD 19 19A 20 20A 21&21A,BD001356
STR001285,1724,OAKDALE ROAD 22-24,BD001357
STR001286,1724,OAKDALE ROAD 25-27,BD001358
STR001287,397,DOWNTON AVENUE ,
STR001288,717,NORTHANGER ROAD 7 7A 7B & 7C,BD001830
STR001289,615,RIGGINDALE ROAD ,BD002176
STR001290,423,SUNNYHILL ROAD ,BD001839
STR001293,472,RIGGINDALE ROAD ,
STR001295,355,MILTON AVENUE ,
STR001296,350,MORTIMER ROAD ,
STR001308,258,PENDENNIS ROAD ,
STR001310,811,PRENTIS ROAD ,BD001798
STR001313,529,RIGGINDALE ROAD ,
STR001316,901," RIGGINDALE ROAD 8, FLATS 1-5",BD001780
STR001317,1546,RIGGINDALE ROAD ,BD001788
STR001318,734,RIGGINDALE ROAD ,BD001836
STR001319,923,RIGGINDALE ROAD ,BD001781
STR001320,547,RIGGINDALE ROAD ,BD001782
STR001321,438,STOCKFIELD ROAD ,
STR001322,426,STRATHBROOK ROAD,BD003332
STR001323,3568,PRAGUE PLACE 1-16 CONS,BD002316
STR001324,1470,PRAGUE PLACE (25-30),BD002317
STR001325,3326,PRAGUE PLACE (31-44),BD002318
STR001326,227,PRAGUE PLACE (45-53),BD002319
STR001336,446,PRAGUE PLACE 56 & 67,
STR001346,604,PRAGUE PLACE 68 & 78,
STR001355,604,PRAGUE PLACE (54-55),
STR001356,236,RAMILLIES CLOSE ,
STR001366,245,RAMILLIES CLOSE ,
STR001378,227,RAMILLIES CLOSE ,BD003630
STR001389,236,RAMILLIES CLOSE ,
STR001423,359,GLENEAGLE ROAD ,
STR001425,236,RAMILLIES CLOSE ,
STR001453,4170,HOWARD ROAD 51-85 ODD,BD001880
STR001456,245,MOFFAT ROAD ,BD003452
STR001458,4404,HOPE PARK 74-108 EVEN,BD001881
STR001459,1049,RAMILLIES CLOSE (109-113),BD002332
STR001460,5106,HOPE PARK 77-117,BD001879
STR001463,278,BANESBERIE CLOSE (27),
STR001464,603,RAMILLIES CLOSE (114-116),
STR001465,274,LEANDER ROAD ,
STR001467,603,RAMILLIES CLOSE (117-119),
STR001470,603,RAMILLIES CLOSE (120-122),BD002332
STR001473,603,RAMILLIES CLOSE (123-125),BD002332
STR001476,380,RAMILLIES CLOSE 126 & 127,
STR001479,1206,RAMILLIES CLOSE (129-134),BD002332
STR001489,7089,RENTON CLOSE 1-33,BD002752
STR001491,282,ROSEBERRY ROAD ,
STR001494,2940,SAXBY ROAD 1-23,BD002225
STR001495,532,SAXBY ROAD (35-37),BD003663
STR001501,1740,SAXBY ROAD 41-51,BD002226
STR001507,532,SAXBY ROAD 67-69,BD002228
STR001509,245,SAXBY ROAD ,
STR001512,532,SAXBY ROAD 77-79,BD002229
STR001513,245,SAXBY ROAD ,
STR001516,1740,SAXBY ROAD (8-18),BD002230
STR001522,1740,SAXBY ROAD (20-30),
STR001526,532,SAXBY ROAD (34-36),
STR001530,532,SAXBY ROAD (44-46),
STR001535,12656,ST MATTHEWS ROAD 7-97 ODDS,BD002749
STR001545,198,STRATHLEVEN ROAD ,
STR001546,194,STRATHLEVEN ROAD ,
STR001557,236,SUDBOURNE ROAD ,
STR001559,266,SUDBOURNE ROAD ,
STR001568,,SURREY GROVE ,
STR001576,277,SYCAMORE DRIVE ,
STR001577,277,SYCAMORE DRIVE ,
STR001581,277,SYCAMORE DRIVE ,
STR001585,232,TORRENS ROAD ,
STR001592,347,TRENT ROAD ,
STR001593,338,TRENT ROAD ,
STR001594,355,TRENT ROAD ,BD003458
STR001595,169,TRINITY GARDENS ,
STR001599,,WILLIAM STREET ,
STR001600,350,WILLIAM STREET ,
STR001601,194,WINGFORD ROAD ,
STR001611,544,RODENHURST ROAD ,
STR001612,364,MERVAN ROAD ,
STR001642,3746,SALTOUN ROAD ,BD003207
STR001667,306,LOUGHBOROUGH PARK ,
STR001668,305,LOUGHBOROUGH PARK ,BD003521
STR001670,186,LOUGHBOROUGH PARK ,BD000965
STR001671,742,LOUGHBOROUGH PARK ,BD003629
STR001682,1470,BOB MARLEY WAY ,
STR001684,477,MOORLAND ROAD ,BD003704
STR001688,152,RAILTON ROAD ,BD000950
STR001691,397,BRIXTON WATER LANE ,
STR001753,286,COLDHARBOUR LANE ,
STR001759,465,COLDHARBOUR LANE ,BD000964
STR001761,270,COLDHARBOUR LANE ,
STR001762,422,DALBERG ROAD ,BD000927
STR001763,350,DALBERG ROAD ,
STR001769,161,EFFRA PARADE ,
STR001770,322,EFFRA PARADE (17-19),
STR001781,788,EFFRA ROAD 35 FLATS 1-4,BD000933
STR001782,274,EFFRA ROAD ,
STR001784,334,FINSEN ROAD,
STR001786,604,ROLLSCOURT AVENUE ,
STR001789,367,FAWNBRAKE AVENUE ,
STR001797,119,LOUGHBOROUGH PARK ,
STR001798,318,LOUGHBOROUGH PARK ,BD003241
STR001808,604,ROLLSCOURT AVENUE ,BD000476
STR001809,427,SALTOUN RD ,
STR001816,194,COLDHARBOUR LANE ,
STR001817,438,HERNE HILL ROAD ,
STR001818,375,HINTON ROAD,BD000782
STR001825,338,MILKWOOD ROAD ,
STR001829,596,HERNE HILL ,BD000881
STR001836,367,RAILTON ROAD ,BD003628
STR001839,451,RAILTON ROAD ,BD000952
STR001842,596,HERNE HILL ,
STR001843,186,RATTRAY ROAD,BD001027
STR001845,392,BANKTON ROAD,BD000920
STR001846,447,BRIXTON WATER ALNE,
STR001851,393,COLDHARBOUR LANE,BD003414
STR001858,683,EFFRA ROAD ,BD000931
STR001859,683,EFFRA ROAD ,
STR001860,683,EFFRA ROAD ,
STR001861,683,EFFRA ROAD ,BD000932
STR001868,347,GUBYON AVENUE,BD003327
STR001869,822,HAREDALE ROAD ,BD000970
STR001870,2826,HERNE HILL,BD000879
STR001872,2562,HERNE HILL 10-12 FLATS 1-10,BD000880
STR001873,1212,HERNE HILL ROAD ,BD000475
STR001878,478,KELLETT ROAD 40 FLAT 1-4,BD000941
STR001879,781,KELLETT ROAD ,
STR001880,444,KELLETT ROAD 53 FLATS 1-3,BD003447
STR001891,1470,LEESON ROAD,
STR001892,384,LOUGHBOROUGH PARK,
STR001901,401,MERVAN ROAD ,
STR001910,388,MOORLAND ROAD,BD003531
STR001911,254,NORTHWAY ROAD,BD000781
STR001912,980,RAILTON ROAD 9 FLATS 1-4,BD000656
STR001915,380,RATTRAY ROAD ,
STR001916,350,RATTRAY ROAD ,
STR001917,418,RATTRAY ROAD ,BD000953
STR001921,152,RATTRAY ROAD ,BD001027
STR001922,624,ROLLSCOURT AVENUE ,BD000871
STR001924,482,SALTOUN ROAD ,
STR001926,471,SALTOUN ROAD ,
STR001933,276,SHAKESPEARE ROAD ,BD003444
STR001939,604,ROLLSCOURT AVENUE ,BD000476
STR001942,380,COLDHARBOUR LANE (297-299),
STR001944,198,FAWNBRAKE AVENUE ,BD000968
STR001953,604,ROLLSCOURT AVENUE,
STR001967,198,JELF ROAD ,
STR001968,1025,KELLETT ROAD 17-19,BD000936
STR001969,474,KELLETT ROAD 39 A-C,BD000940
STR001970,966,KELLETT ROAD FLATS 1-5 HOUSE NO S 6-8,BD000935
STR001971,286,KELLETT ROAD ,
STR001973,347,LEESON ROAD ,
STR001975,207,LOUGHBOROUGH PARK ,
STR001979,223,LOUGHBOROUGH PARK ,
STR001981,211,LOUGHBOROUGH PARK ,
STR001995,1470,MARCUS GARVEY WAY 33 FLATS 1-6,BD000661
STR001996,1470,MARCUS GARVEY WAY ,
STR002001,396,MAYALL ROAD,
STR002005,198,MAYALL ROAD,
STR002006,198,MAYALL ROAD,
STR002007,169,MAYALL ROAD,
STR002008,198,MAYALL ROAD,BD000523
STR002012,132,MAYALL ROAD,
STR002013,152,MAYALL ROAD,
STR002015,400,MERVAN ROAD ,BD000949
STR002016,942,MERVAN ROAD 18-22 EVENS,BD003564
STR002018,364,MERVAN ROAD ,BD000524
STR002020,278,MILKWOOD ROAD,BD000738
STR002021,278,MILKWOOD ROAD,BD000740
STR002022,262,MILKWOOD ROAD,BD000741
STR002026,802,MOORLAND ROAD 1-3,BD000966
STR002028,359,MORVAL ROAD,
STR002040,280,PROBERT ROAD ,
STR002041,278,RAILTON ROAD,
STR002042,274,RAILTON ROAD,BD000658
STR002043,266,RAILTON ROAD,
STR002044,262,RAILTON ROAD,
STR002047,215,RAILTON ROAD,
STR002048,194,RAILTON ROAD,
STR002050,182,RAILTON ROAD,
STR002055,236,RATTRAY ROAD ,
STR002058,258,RATTRAY ROAD ,
STR002060,207,RATTRAY ROAD ,
STR002066,274,SALTOUN ROAD ,
STR002067,266,SALTOUN ROAD ,
STR002083,148,MAYALL ROAD ,
STR002092,266,SHAKESPEARE ROAD ,
STR002110,177,TALMA ROAD ,
STR002113,186,TALMA ROAD ,
STR002114,173,WANLESS ROAD,
STR002124,215,ENGLEWOOD ROAD,BD002512
STR002130,266,CEDARS ROAD ,BD000399
STR002149,1108,CEDARS ROAD (2-12),BD000396
STR002160,245,TRELAWN ROAD ,
STR002181,522,WHITELEY ROAD ,
STR002182,351,SAINSBURY ROAD ,
STR002186,465,CAMDEN HILL ROAD,BD001850
STR002201,240,WOODMANSTERNE ROAD ,
STR002211,290,WOODMANSTERNE ROAD ,
STR002220,282,WOODMANSTERNE ROAD ,
STR002222,254,WOODMANSTERNE ROAD ,
STR002224,254,WOODMANSTERNE ROAD ,
STR002225,434,FARQUHAR ROAD (19-29),BD002174
STR002227,769,FARQUHAR ROAD,BD002175
STR002229,430,HAMILTON ROAD ,
STR002230,430,HAMILTON ROAD,BD003690
STR002231,860,HAMILTON ROAD (62-64),
STR002239,810,ROMMANY ROAD 151 A-D,BD001653
STR002244,7280,ST GOTHARD ROAD (2-14),BD001570
STR002246,236,ALEXANDRA WALK,BD001382
STR002249,236,ALEXANDRA WALK,
STR002251,198,ALEXANDRA WALK,
STR002253,198,ALEXANDRA WALK,
STR002255,240,ALEXANDRA WALK,
STR002257,198,ALEXANDRA WALK,
STR002258,980,ALEXANDRA WALK (10-13),BD001383
STR002260,1414,ALEXANDRA WALK (14-19),BD001383
STR002263,490,ALEXANDRA WALK (20-21),
STR002264,735,ALEXANDRA WALK (22-24),BD001383
STR002265,232,ANTIGUA WALK ,
STR002268,232,ANTIGUA WALK ,
STR002271,426,ANTIGUA WALK (10-11),
STR002273,232,ANTIGUA WALK ,
STR002275,274,ANTIGUA WALK ,
STR002283,672,GIPSY ROAD,BD001858
STR002284,447,GIPSY ROAD,BD001859
STR002285,6810,BATTENBURG WALK 1-36 CONS,BD001499
STR002291,338,BATTENBURG WALK,BD003467
STR002302,274,BERRIDGE ROAD ,
STR002307,509,BERRIDGE ROAD (9-11),
STR002317,5916,BERRY LANE 1-24,BD001625
STR002318,347,BERRY LANE,BD001626
STR002322,215,BLOOMHALL ROAD,
STR002324,182,BLOOMHALL ROAD,
STR002328,215,BLOOMHALL ROAD,
STR002329,182,BLOOMHALL ROAD,
STR002331,182,BLOOMHALL ROAD,
STR002334,290,ENGLEWOOD ROAD,
STR002335,278,CHARLES BARRY CLOSE,
STR002349,182,BLOOMHALL ROAD,
STR002356,182,BLOOMHALL ROAD,
STR002367,182,BLOOMHALL ROAD,
STR002368,182,BLOOMHALL ROAD,
STR002372,5448,BRABOURNE CLOSE 1-24,BD001501
STR002374,290,BRABOURNE CLOSE ,
STR002379,270,CARSON ROAD,BD003265
STR002380,455,BRIDGETOWN CLOSE,
STR002382,606,CHARLES BARRY CLOSE 19-21,BD003348
STR002383,544,RECTORY GROVE ,BD003522
STR002384,232,BRIDGETOWN CLOSE ,
STR002385,274,BRIDGETOWN CLOSE ,
STR002389,1771,VICTORIA RISE,BD000427
STR002391,190,ABBEVILLE ROAD ,
STR002392,533,ABBEVILLE ROAD ,BD002449
STR002395,852,BRISTOW ROAD 2-8 EVEN,BD001657
STR002397,302,BRISTOW ROAD ,
STR002398,282,BRISTOW ROAD ,
STR002399,1897,ALLNUTT WAY (1-17),BD002210
STR002400,328,BRISTOW ROAD (12),
